customerNickname,helpfulNo,helpfulYes,imagesCount,languageCode,postedDate,productId,ratingValue,reviewText,score,Mask_Name,Type,Size,Design,Pack,product_price
Trawnacoon,0,1,0,en-US,2020-06-22,99829,50,"We’ve been wearing Kosette masks since June 2020 and are really happy with the quality, softness and comfort. We are both wear the large size and are able to talk without the mask shifting or falling down. The nose pinch is super comfortable and adjustable straps handy for a close fit. It has been easy to wash in a cup in evening, then always dries by morning. The masks are not itchy like the one use disposables. Kosette reminds me of the softness of pillow cases at luxury Vegas hotels. We wash ours after three uses or after a long day out and about in the city. We thought it would be expensive but it works out to about $10 a month each person. That's comparable to a couple of Timmies and we’re drinking less coffees these days. The best thing we like is the ability to talk while wearing a mask without the mask falling down. People can understand our words, too, not like the muffled talking through thicker cotton. It is amazing tech material, breathable. Normally saying OMG will cause other masks to slip off the nose, not Kosette ones though. For size, it is not explained well on Kosette site other than if you are a man or a woman, large or medium, which was funny to read but not too helpful. Although we’re all learning and it seems masks sites all have a different way of measuring. It’s probably why we keep seeing others with germy hands constantly touching their masks to fix them. Never happens with these Kosette ones. We stuck to the advice to measure the bridge of the nose to the tip of the chin. That’s right between eyes to the bottom of the visible bone of the chin. Our measurements are 5 and 1/8” inches and 6” inches. I took a tape ruler to the Kosette masks, a large is 7 inches in height and tucks under the chin by another 1 inch. For a medium, 6 inches height plus 1 inch under the chin. ",1593223718.1369998,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
alenkiherb,0,0,0,en-US,2020-06-23,99829,50,very nice mask and good quality,1592942059.439,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,1,0,0,en-US,2020-06-26,99829,40,"Good quality, and comfortable to wear.",1592810065.178,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-16,99829,50,good quality  ,1592327812.235,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-16,99829,10,"Unfortunately i am so disappointed that this order comes to me for review I didn’t even receive it. 

I have been ordering from iherb during this pandemic situation and I have receive them successfully. 
Therefore, I would like to follow up on two orders I didn’t receive 

1. 908345744
2. 412950543

",1592309421.4659998,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,4,0,ru-RU,2020-05-28,99829,50,comfortable mask.,1592214774.945,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,1,0,ar-SA,2020-06-09,99829,20,"Bad and difficult clothing, and I took two sizes of them, unfortunately, self-discreet and useless to me wearing glasses",1592104006.689,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-06-13,99829,40,I liked it - and protection and breathing can be done without difficulty,1592026685.345,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,ar-SA,2020-06-11,99829,50,"The mask is very excellent, practical and not concealed",1591903272.382,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-10,99829,40,Very good it`s but it hurts the ears a bit.  This size is good for men.,1591786454.8049998,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,1,0,ar-SA,2020-06-03,99829,50,My size and fabric quality are good for me,1591602771.054,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-08,99829,50,the mask is very comfortable to wear. i would recommend this to people who needed to wear a mask for a prolong perood of time. i do hope you have the color white available in the future ,1591581461.607,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,ar-SA,2020-06-01,99829,20,It is very large on the face and difficult to breathe,1591022659.428,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-31,99829,30,"It's an OK mask, I don't like the ones that wrap around the ear, and apart from that the nose adjustment wasn't as great as I thought it would be. But if fits OK and I like that it's washable. I wouldn't pay full price for this but for the trial price they have as of the writing (May 30, 2020) it's OK. ",1590889782.731,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-30,99829,50,Comfortable to breath,1590867296.518,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-29,99829,50,Comfortable with great fit!,1590781614.619,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-26,99829,50,Much better than my others.  ,1590516482.063,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,1,0,en-US,2020-05-21,99829,40,"It has adjustable straps so you can fit it properly on your face.  I like that it goes under your chin and can fitted to form over the top of your nose.  It is warm, but so are all masks.  My whole family uses this mask.  I would recommend.",1590466283.898,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-23,99829,30,i am pretty satisfied w/this mask. quality is  fine.but I am still wondering  SUMSHMI and KESETTE is same brand. ,1590257660.043,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-18,99829,40,simply to use and it fits,1589819935.701,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-12,99829,50,Good quality and stylish 👍,1589313388.293,Kosette, Nano Reusable Face Protection Mask, Large,,1,22.44
iHerb Customer,0,6,3,en-US,2021-01-23,102734,40,"These Zidian non-medical masks are lightweight, durable, breathable, very easy to put on, and best yet they have the metal nose piece. They fit nicely, and the ear loops are both comfortable and tight enough to make the mask secure. The exact size of each mask written on the box is 17.5 cm x 9.5 cm. What I like most about using them is that they have not caused irritation behind my ears. Also, unlike other disposable masks, Zidian non-medical masks do not require constant repositioning and touching. For me, they are an overall great product that is at a very reasonable price.

In ranking the most effective face coverings, researchers at Duke University recently found that disposable face masks, or three-ply surgical face masks, were the second most reliable option after fitted N95 masks.  

Moreover, in a 1978 comparative study, it shows that non-woven fabric is better than cotton cloth masks when it comes to the microbial filtration efficiency. Zidian non-medical masks are made of 30% meltdown fabric and 70% non-woven fabric.

According to Dr Baller, the general public can use fabric masks or non-medical masks in areas where there are many people infected with COVID-19 in the community, and physical distancing of at least one meter cannot be achieved. Please note, though, that these particular masks are designed to protect against large respiratory droplets, but don't protect against smaller droplets. They are effective for helping protect others around you if you are a carrier of the virus. These masks are ideal for one-time usage.

In my humble opinion, cloth masks or non-medical masks are more effective than using nothing, alongside hand washing and social distancing. 

If you’re simply a minimalist at heart, having a black face mask in your repertoire is a must. It will mesh with any color or pattern, promising to be a staple part of your daily uniform. (Call it an LBFM, or “little black face mask,” if you will.)  

Thank you for reading all the way through my review of the Zidian non-medical masks. If you find this review helpful, please give it a thumbs-up. ",1613771941.295,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,2,0,ru-RU,2021-02-03,102734,50,"Good masks are similar to medical ones. Nice to wear. It turned out to be 2 times cheaper than buying in local pharmacies. It seems that we will not stop wearing masks in the near future. Therefore, in my opinion, this is a good buy. I tried to make my review useful to you. Thanks to everyone who rates my reviews positively. Feedback from other people helped me too. I am grateful to them for that. Stay healthy!",1613124621.001,Zidian, Disposable Protective Mask,,,50,15.35
thegoodside,0,1,0,ru-RU,2021-02-03,102734,50,"Great quality masks for a reasonable price. The masks are not just enclosed in a box (as is often the case), but are sealed into a single package. Each box contains a copy of the certificate. The color is deep black. They are perfectly fixed on the nose, do not rub or pull behind the ears. They are odorless. An irreplaceable thing during a pandemic.",1612704568.734,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-06,102734,50,Love the look of the black mask with my work outfits! ,1612652069.81,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-06,102734,50,Great product will order again!,1612649059.915,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-02-06,102734,50,"I buy it for the second time. Sons love these masks. They are very comfortable and practical. In transport and public places, the most it! I advise everyone! If my review was helpful, please post YES.",1612644614.454,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-06,102734,40,For this price is ok.,1612643831.243,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,fr-FR,2021-02-06,102734,50,Good value for money in addition to black it goes with everything hh,1612631709.686,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-06,102734,50,The fit is very comfortable ,1612631547.565,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-06,102734,50,Real nice secure fit.,1612626051.553,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-02-06,102734,50,Nice masks! I liked the quality!,1612622495.939,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-02-06,102734,40,"The masks are not bad, but the size is small. Good for the price.",1612620292.104,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-06,102734,50,Great masks!,1612610702.864,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-06,102734,40,"good quality but breathing is a bit difficult 
",1612584894.876,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-06,102734,50,Good fit and comfort! Would purchase again.,1612581207.43,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-05,102734,30,"kind of small, and not made too well",1612567315.154,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-05,102734,50,Love the mask they're so comfortable ,1612556596.724,Zidian, Disposable Protective Mask,,,50,15.35
Galyna,0,0,5,ru-RU,2021-02-05,102734,50,"The masks seem to be ordinary 17x10cm, the size is the same as for ordinary masks, from a pharmacy. But it is easier to breathe in them, glasses do not sweat. For a man, a great option. For me, not a large woman, a bit big, but I twist the rubber bands with an eight and it turns out very well. In the photo, a white mask is from a pharmacy. Very happy with the purchase. Now I don&#39;t choke, my glasses don&#39;t sweat and I feel much more comfortable. Delivery time - 5 days to Ukraine. Everything is whole. The timing is right. I am very satisfied. All health and beauty! Thank you for like! :)",1612552999.357,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-05,102734,50,I received it very quickly. I will be ordering again soon. ,1612545787.073,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-05,102734,50,Great buy ,1612539416.494,Zidian, Disposable Protective Mask,,,50,15.35
REPLYzzz,0,0,0,ru-RU,2021-02-05,102734,50,"A large number of one-time black masks. These ones breathe easier than blue ones. They are dense, but somehow easier to wear - your ears are comfortable. I&#39;m happy with the purchase",1612504656.166,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-05,102734,50,"3 ply check, affordable price, check. Stylish-yes it's true, check. More fun than blue masks...",1612503675.51,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-05,102734,50,Good quality and doesn’t have any smell witch is great. ,1612503022.669,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-04,102734,50,Product as advertised ,1612480143.549,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-04,102734,50,Love the black instead of blue,1612470884.675,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-04,102734,50,Very helpful and worth the price consumably. I will purchase this again,1612462231.114,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-04,102734,50,great price for masks. do the job and not too tight. it's not as easy telling the right side though you'll need to check if the folds are facing down first. they do look pretty cool!,1612433587.453,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ar-SA,2021-02-03,102734,30,light,1612392988.402,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ja-JP,2021-02-02,102734,50,"I like the most of the non-woven masks I have ever bought. Although it is a non-woven fabric, it is thick and fairly solid, and when the nose wire is fitted, it spreads firmly and creates a space around the mouth, so it is not painful. Also, even if the makeup is attached, it will not be noticeable (I feel that it is not so much applied). The price of the mask is lower than it was for a while, but I would like to stock it at this cost. I hope there is white in the same thing ~ (I want to use it properly)",1612307683.034,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-02,102734,50,"Nice size, very light,  3 layers good protection.",1612303454.9,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-02,102734,50,Good mask,1612296120.495,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-02,102734,50,nice,1612295305.328,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-02-01,102734,50,"Very cool black masks, at a super price",1612218905.043,Zidian, Disposable Protective Mask,,,50,15.35
Mafamily,0,0,0,ru-RU,2021-02-01,102734,50,"Black masks, look better than ordinary ones",1612216787.472,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-01,102734,50,👌,1612216231.776,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-01,102734,50,"Unlike other reviews, I bought 6 packs.
Masks are of high quality, and bands don't break easily.
cheaper than trash masks made in morocco by 50%.",1612173616.944,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-02-01,102734,20,loose fit and plastic like material.,1612147109.835,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-31,102734,50,Nice & strong,1612129738.408,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ja-JP,2021-01-31,102734,50,I&#39;m glad that it doesn&#39;t stand out even if it has a lipstick.,1612089268.028,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-31,102734,50,"Great masks, no scent. Expensive.",1612084934.417,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-31,102734,50,I took a whole package. Black looks good. 50 pcs,1612072317.491,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-30,102734,50,I had grown tired of the blue masks and wanted something different.  these masks are comfortable to wear and durable.,1612045984.154,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-30,102734,50,Good product,1612042282.071,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,1,0,4,en-US,2021-02-04,102734,40,"Its as good as its going to get for a quick disposable mask that is 3 layers (see pic, i cut one open). But doesn't beat a washable 3 layered  mask with PM2.5 filter. But handy to have as a spare folded in your handbag or wallet in case you leave your good one in the car like i always do.  
It is actually 3 layers  - 3 very thin layers. and if left in the consertina  position, may  provide more protection. But better than NO protection.
Save lives, WEAR A MASK",1612032331.561,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-30,102734,50,"Nice, durable masks. No chemical odor, dense. Price fire!",1612023416.812,Zidian, Disposable Protective Mask,,,50,15.35
Innaaa,0,0,0,ru-RU,2021-01-30,102734,50,"the maxi are cool and nothing they are big, it is really very easy to breathe in them and I like the black color",1611999479.607,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-30,102734,50,Excellent!,1611992475.269,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-30,102734,50,Good quality ,1611990005.256,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-30,102734,50,I've got a rather small and fine face and all face masks are usually to big but this one fits perfectly.,1611980197.855,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-29,102734,10,These masks are defective.  Upon wearing LESS than one time the strap breaks.  TERRIBLE,1611959001.659,Zidian, Disposable Protective Mask,,,50,15.35
JuliaAliceBriges,0,0,0,en-US,2021-01-29,102734,50,Comfortable to wear. The masks have no smell.,1611932523.184,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-29,102734,20,"ordered because of the color, as a result did not like it, very dense, it is difficult to breathe in them",1611919551.698,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-29,102734,50,"Good quality masks, I can breathe in them!",1611904409.74,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-29,102734,50,It's great,1611894684.337,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-29,102734,50,"nice fitting and comfortable
",1611887479.64,Zidian, Disposable Protective Mask,,,50,15.35
4TheLoveOfSkinAndCurls,0,0,0,en-US,2021-01-28,102734,40,good amount for the price! ,1611830437.534,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-28,102734,50,"A good mask, does not slip, breathes well in it. The face sweats a little, but this is if it is hot in the room.",1611800715.801,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-27,102734,50,"Expenses in today&#39;s conditions as you know. Good, high quality",1611782883.059,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-27,102734,40,Conventional,1611770782.153,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,1,zh-TW,2021-01-27,102734,50,"The size is just right, three layers of protection, good",1611755197.442,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-27,102734,40,if have individual will be better,1611727168.795,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-26,102734,30,Not so happy with the masks. They are too plastic somehow. Not sure that I will order again.,1611692904.642,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-26,102734,50,"Nice, tight masks. I purchase it on an ongoing basis.",1611685748.201,Zidian, Disposable Protective Mask,,,50,15.35
MamaOlga,0,0,0,ru-RU,2021-01-26,102734,50,Convenient to use. Protection for 5+. I recommend buying.,1611682713.642,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ar-SA,2021-01-26,102734,50,Excellent,1611663416.474,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-26,102734,40,"Masks are like masks. I don&#39;t know what I expected of them when I bought. Made in China. They breathe normally, do not bristle, do not bite behind the ears. In general, you can buy.",1611659544.371,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-26,102734,50,"Good size, do not rub, breathe",1611648202.256,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-26,102734,50,"They are odorless. Snatched at a good price. Now masks are a real consumable. And they are black, which is a plus. Recommend to order",1611647059.842,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,1,en-US,2021-01-26,102734,40,"Okay medical mask. 
I found them a little big for my medium sized face. I just tie off the ends and get a much snugger fit. So great if you have a family.",1611632358.921,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-26,102734,50,Good quality ,1611628399.091,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-25,102734,50,Súper fast shipping.       Great prices !   ,1611593642.218,Zidian, Disposable Protective Mask,,,50,15.35
DeePatklu,0,0,0,en-US,2021-01-25,102734,50,"I was looking for an alternative to the blue disposable masks available in my area because they aren't generally very high quality. I haven't had any strings on these break and I really like the black color because they make my eyes look really good. I didn't think my makeup looked very nice next to the blue masks but it always looks good next to the black ones. These masks get the job done and they look really nice, I definitely recommend them.",1611575566.788,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-25,102734,50,"normal masks, black. On big cheeks they will put norms",1611572474.708,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-25,102734,50,"Great masks, high quality! I took on the action",1611568640.11,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-25,102734,50,"Comfortable to wear, thick enough yet you can easily breathe wearing this mask. ",1611563138.252,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-25,102734,50,"Been trying to find black masks and finally did! Comfortable and disposable, way better than the cloth masks we were using. And definitely affordable.",1611538725.807,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-24,102734,50,Fast customer service!,1611531532.956,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-24,102734,50,Good ones and good prices ,1611513068.205,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-24,102734,50,Dense and high quality masks,1611486220.924,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-24,102734,40,These masks are too big for me. We have to twist the loops.,1611478430.455,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-24,102734,50,"Very good masks! Soft, pleasant to the skin. Does not cause irritation. Recommend",1611477439.531,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-24,102734,50,Couldn&#39;t find black anywhere,1611461738.226,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,1,1,en-US,2021-01-19,102734,50,very nice looking. does not leave any pressure on the ears and much more elegant than the regular blue ones,1611454888.873,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-23,102734,50,"Quite thick compared to other disposable masks, and cheaper than most packs of the same amount. And on top of that they look pretty cool too.",1611444547.707,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-23,102734,50,"A necessary thing at the present time. Large packaging, will last for a long time. Dense top layer, softer inside, comfortable to breathe. Suitable for adults only. Well sewn, no matter saving. The rubber bands do not press on the ears and are firmly sewn to the mask. Put &quot;yes&quot;!",1611429932.551,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-23,102734,50,"Easy to breathe, face size and appearance are better than locally produced blue",1611417011.92,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ar-SA,2021-01-23,102734,50,The mask is heavy and its raw material,1611416166.768,Zidian, Disposable Protective Mask,,,50,15.35
Censored,0,0,0,ru-RU,2021-01-23,102734,50,"A friend gave me a mask, it turned out to be very comfortable, I also ordered a whole pack for myself. Unfortunately for all of us in the near future this is one of the most relevant goods :( These masks are large enough and very comfortable. Their elastic band is not rough, the ears do not get tired",1611407733.709,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-23,102734,50,Good masks for a good price,1611406349.822,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-23,102734,50,At least you can breathe in them! Class,1611402304.105,Zidian, Disposable Protective Mask,,,50,15.35
supplements4life,0,0,0,ru-RU,2021-01-23,102734,50,"Stylish, high quality, for &quot;special&quot; occasions.",1611390185.732,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-23,102734,40,"normal masks, their main value is color .. there is a fixator for the nose, breathes well in the mask.",1611379123.058,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-23,102734,50,"Convenient size, we do not sell such masks, these masks breathe easier than ordinary medical masks, excellent quality, stylish look, fit any clothes and lo and behold, you can paint lips in these masks, they practically do not leave marks",1611377906.472,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ja-JP,2021-01-23,102734,50,"The size is just right, and the feeling of use is the same as that of a normal white non-woven mask. I&#39;m glad I could buy it because black suits my usual clothes.",1611366375.619,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-22,102734,50,"Very good quality, will definitely order them again(hopefully won't need) ",1611342371.646,Zidian, Disposable Protective Mask,,,50,15.35
ViktoriiaSelas,0,0,0,ru-RU,2021-01-22,102734,50,"Comfortable masks, it is easier to breathe in them than in pharmacies, although they are much denser.",1611333278.518,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-22,102734,50,"Good masks, definitely better than the blue and white ones from the pharmacy, in which you can&#39;t breathe! The size is standard, we put on only when entering the room, therefore we wear it more than once, the elastic bands do not tear. The price is good, I recommend it. If my review was helpful to you, thumbs up! Be healthy!",1611332000.521,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-22,102734,50,"Fits well, has the protection needed and I like the color black.  Sometimes I wear 2 at a time to make me feel I am adding extra protection from all those that don't wear their masks or don't put their masks on properly.  ",1611328003.914,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,he-IL,2021-01-22,102734,50,Excellent and high quality product,1611315788.943,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-22,102734,50,Bought for the whole family,1611302211.669,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ar-SA,2021-01-21,102734,40,Excellent,1611263180.39,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,fr-FR,2021-01-21,102734,40,Good,1611260324.676,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-21,102734,50,"Very cool masks! High-quality, nothing was ever torn anywhere. The material is pleasant, suitable for both a woman&#39;s face and a man&#39;s.",1611257895.763,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-21,102734,50,"Good quality, you can still breathe when you wear one and the size is perfect as it's not too loose.",1611245200.255,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-21,102734,50,They are well-made and comfortable. ,1611245036.245,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-21,102734,50,"Came well packed! 50 pcs. Black! On food dense, keep their shape well! It is written that they breathe well! Similar to ours from the pharmacy! Stitched very neatly! Let&#39;s check it in action! All good!",1611241773.335,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-21,102734,50,"This is a better alternative to the standard pharmacy blue masks. Comfortable, breathes normally in them.",1611238057.499,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-21,102734,50,Excellent masks for their density and material quality. But sometimes the gum fails a little - it came off several times when putting on / taking off,1611207690.801,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-21,102734,50,Black!,1611190394.683,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,en-US,2021-01-20,102734,40,"Good masks, but for bigger faces.",1611144457.438,Zidian, Disposable Protective Mask,,,50,15.35
iHerb Customer,0,0,0,ru-RU,2021-01-20,102734,50,"Great masks! Without foreign smell, it is easy to breathe in them, nothing presses. It&#39;s a pity that such masks cannot be bought in our country.",1611137220.738,Zidian, Disposable Protective Mask,,,50,15.35
